text,label
rotten cardboard box in school,recyclable
a lot of broken glass from shop,glass
expired medicine from shop,hazardous
a lot of old glass jar found on street,glass
one banana peel in market,biodegradable
expired medicine in market,hazardous
a lot of empty household mixed waste from kitchen,mixed
a lot of mobile battery found on street,ewaste
one broken charger after festival mixed with plastic,ewaste
one paper packet from shop,recyclable
a lot of aluminium foil from kitchen,metal
a pack of combined trash bag from shop,mixed
several broken coconut husk after festival,biodegradable
several empty paper bag from shop,recyclable
a lot of dry wine bottle from kitchen,glass
wet circuit board from office,ewaste
two crumpled cotton swabs in school,sanitary
cow dung after festival,compostable
several wipes in market,sanitary
a lot of dry paper bag from kitchen,recyclable
a pack of rusty used food packet from kitchen,biodegradable
a pack of metal scrap after festival,metal
several rotten street sweepings from shop,mixed
several rotten plastic container from kitchen,recyclable
several fruit waste from kitchen,biodegradable
two cans from kitchen mixed with paper,metal
several broken glass after festival,glass
two magazine from shop mixed with plastic,recyclable
a lot of broken needle syringe found on street,hazardous
two banana peel from office,biodegradable
a pack of broken tampon after festival,sanitary
a pack of soiled envelope found on street,recyclable
flower waste found on street,biodegradable
one peeled printer cartridge in market,ewaste
a pack of broken used diaper in school,sanitary
one wet paper cup after festival,recyclable
a pack of used diaper from office,sanitary
a lot of flower waste in school,biodegradable
fruit waste from shop,biodegradable
one empty cow dung found on street mixed with paper,compostable
one tin box in school,metal
paper packet after festival,recyclable
two cloth pieces after festival,textile
a lot of used remote control from office,ewaste
worn T-shirt from kitchen mixed with plastic,textile
carton in market,recyclable
several pickle jar after festival,glass
one paper cup found on street,recyclable
one rotten grass clippings after festival,compostable
rotten expired medicine in school,hazardous
two wet tea leaves found on street,biodegradable
several empty plastic container in school mixed with paper,recyclable
two old envelope after festival,recyclable
a pack of used expired medicine from kitchen,hazardous
one rotten used food packet found on street,biodegradable
two earphones from shop,ewaste
several wet pesticide bottle from shop,hazardous
a lot of tin box from kitchen,metal
several tear-stained plastic bottle in school,recyclable
a pack of rusty expired medicine found on street,hazardous
one cow dung in market,compostable
one cooked food scrap from kitchen,biodegradable
several combined trash bag from kitchen,mixed
several old clothes in school,textile
several crumpled used diaper in school,sanitary
a lot of empty paper packet from kitchen,recyclable
a lot of used battery from kitchen,hazardous
hard disk from shop,ewaste
a pack of remote control in school,ewaste
a lot of paper cup in market,recyclable
several soiled banana peel in school,biodegradable
a pack of aluminium foil from shop,metal
shoe sole from shop,textile
a pack of old mobile phone from kitchen,ewaste
several grass clippings in market,compostable
two paint can after festival,hazardous
a lot of circuit board after festival,ewaste
a pack of broken broken charger from shop,ewaste
a lot of used paper bag in market,recyclable
a lot of crumpled expired medicine after festival,hazardous
a lot of crumpled earphones in school,ewaste
several rotten paper packet after festival mixed with grass clippings,recyclable
a pack of household mixed waste from shop,mixed
a pack of rotten cardboard box from shop,recyclable
old laptop from office,ewaste
coconut husk in school,biodegradable
two soiled worn T-shirt from kitchen,textile
several used coconut husk from office,biodegradable
two crumpled tin box found on street,metal
one old laptop in market,ewaste
rotten earphones after festival,ewaste
tea leaves from office mixed with paper,biodegradable
two acid bottle in market,hazardous
one wipes in school,sanitary
a pack of tear-stained tampon in school,sanitary
two cow dung from shop,compostable
a pack of soiled old laptop found on street,ewaste
broken combined trash bag in market mixed with grass clippings,mixed
a pack of peeled thermometer (mercury) in school,hazardous
magazine found on street,recyclable
soiled envelope from kitchen mixed with cooking oil tin,recyclable
several solvent jar from office,hazardous
several rusty paper cup in market,recyclable
one rotten household mixed waste from office,mixed
several banana peel in school,biodegradable
one combined trash bag from kitchen,mixed
a pack of crumpled grass clippings from kitchen,compostable
a lot of empty remote control in school,ewaste
one peeled cooking oil tin from shop,metal
a pack of glass bottle after festival,glass
tea leaves after festival,biodegradable
one cooking oil tin after festival,metal
a lot of used chemicals bottle found on street mixed with plastic,hazardous
wine bottle after festival,glass
several combined trash bag in market,mixed
several circuit board after festival,ewaste
one peeled needle syringe in school,hazardous
two compostable bag from kitchen,compostable
two used glass cup after festival,glass
a lot of old aluminium foil after festival,metal
a lot of soiled plastic bottle in market,recyclable
several street sweepings in school,mixed
wine bottle after festival mixed with paper,glass
a lot of tear-stained broken glass in market,glass
one acid bottle from kitchen,hazardous
a pack of empty cloth pieces in market,textile
two soiled cans after festival,metal
a lot of old pickle jar from shop,glass
tear-stained chemicals bottle from office,hazardous
a lot of keyboard from shop,ewaste
one plastic container from office,recyclable
a pack of wet tampon in school,sanitary
a lot of soiled banana peel in market,biodegradable
crumpled household mixed waste from kitchen,mixed
a pack of used leftover rice in market,biodegradable
two broken glass after festival,glass
a lot of solvent jar found on street,hazardous
street sweepings from office,mixed
two fruit waste in market,biodegradable
several coconut husk in market,biodegradable
a lot of peeled acid bottle from kitchen,hazardous
a lot of soiled old clothes from kitchen,textile
carton in market mixed with combined trash bag,recyclable
plastic bottle found on street,recyclable
a pack of miscellaneous waste found on street,mixed
a pack of empty glass jar found on street,glass
a pack of used diaper in school,sanitary
fruit waste in market,biodegradable
a lot of broken carton from kitchen mixed with plastic,recyclable
a pack of soda can from office,metal
one peeled leftover rice from shop,biodegradable
a pack of fruit waste found on street,biodegradable
a lot of wet used diaper found on street,sanitary
two plastic container from kitchen,recyclable
one wet cooked food scrap from office,biodegradable
tear-stained cooking oil tin from shop,metal
one needle syringe from kitchen,hazardous
one used household mixed waste in school,mixed
several street sweepings from shop,mixed
plastic bottle found on street,recyclable
a lot of broken charger in market,ewaste
